customerID,StreamingTV,StreamingMovies
8710-YGLWG,No,No
3199-XGZCY,No,No
3785-KTYSH,No internet service,No internet service
6814-ZPWFQ,No internet service,No internet service
4063-EIKNQ,No internet service,No internet service
6993-YCOBK,Yes,Yes
5206-HPJKM,No,No
7587-RZNME,No,No
0748-RDGGM,Yes,Yes
8393-JMVMB,No internet service,No internet service
5019-GQVCR,Yes,No
6036-TTFYU,No internet service,No internet service
2550-AEVRU,No,No
0969-RGKCU,No internet service,No internet service
0378-CJKPV,Yes,Yes
4706-AXVKM,No,Yes
5889-JTMUL,Yes,No
9026-RNUJS,No,No
3746-EUBYR,No,No
2332-EFBJY,No internet service,No internet service
2880-FPNAE,No,No
1703-MGIAB,Yes,No
4311-QTTAI,No internet service,No internet service
9474-PHLYD,No,Yes
4318-RAJVY,No internet service,No internet service
2165-VOEGB,Yes,Yes
3612-YUNGG,Yes,Yes
2254-DLXRI,No,No
5062-CJJKH,No,No
9028-LIHRP,Yes,No
2219-MVUSO,No,No
1053-MXTTK,Yes,Yes
1530-ZTDOZ,Yes,No
1301-LOPVR,No,Yes
0853-TWRVK,No,Yes
8914-RBTSB,Yes,No
6212-ATMLK,Yes,Yes
8200-LGKSR,Yes,Yes
1568-BEKZM,Yes,Yes
0670-ANMUU,No,Yes
6897-RWMUB,No,No
0963-ZBDRN,Yes,Yes
7594-RQHXR,No,Yes
6999-CHVCF,No,Yes
6134-KWTBV,No internet service,No internet service
1077-HUUJM,No,No
6331-EWIEB,Yes,No
0895-LNKRC,No internet service,No internet service
2045-BMBTJ,Yes,Yes
8417-GSODA,Yes,Yes
5171-EPLKN,No internet service,No internet service
4452-QIIEB,No,No
5998-VVEJY,No,No
1624-NALOJ,No,Yes
6741-EGCBI,No,Yes
7820-ZYGNY,No,Yes
4317-VTEOA,No,No
9677-AVKED,Yes,Yes
1670-SVOWZ,No,Yes
2227-JRSJX,Yes,Yes
9847-HNVGP,No internet service,No internet service
6696-YDAYZ,No internet service,No internet service
8980-WQFWL,No,Yes
1730-ZMAME,No,Yes
6506-EYCNH,No internet service,No internet service
4634-JLRJT,No internet service,No internet service
9501-UKKNL,Yes,Yes
2560-QTSBS,No internet service,No internet service
7541-YLXCL,No,Yes
4795-WRNVT,Yes,No
6080-TCMYC,No,No
0260-ZDLGK,Yes,Yes
7860-UXCRM,Yes,No
6357-JJPQT,Yes,No
2292-XQWSV,Yes,Yes
9552-TGUZV,No,No
5913-INRQV,Yes,No
8722-NGNBH,No,No
6210-KBBPI,Yes,Yes
9643-YBLUR,No,Yes
8734-FNWVH,No,Yes
9447-YPTBX,No internet service,No internet service
0133-BMFZO,No,No
6128-CZOMY,No,No
9540-JYROE,No,No
9026-LHEVG,No,Yes
2260-USTRB,No,No
3656-TKRVZ,No,No
7011-CVEUC,Yes,Yes
6185-TASNN,No,No
7925-PNRGI,Yes,No
8623-TMRBY,No,No
1552-CZCLL,No internet service,No internet service
3038-PQIUY,No,No
1501-SGHBW,No,No
9313-CDOGY,No internet service,No internet service
8148-BPLZQ,No,No
2623-DRYAM,Yes,Yes
9987-LUTYD,No,No
3208-YPIOE,No,No
4488-KQFDT,Yes,Yes
2612-RANWT,Yes,Yes
5693-PIPCS,Yes,Yes
0491-KAPQG,No,No
1925-LFCZZ,Yes,Yes
8039-EQPIM,Yes,Yes
6900-PXRMS,Yes,Yes
8707-RMEZH,No,Yes
3346-BRMIS,Yes,Yes
3209-ZPKFI,No,No
6479-VDGRK,Yes,Yes
9373-WSLOY,Yes,No
2933-FILNV,No,No
3569-JFODW,Yes,Yes
9819-FBNSV,No,No
9544-PYPSJ,No,Yes
1591-XWLGB,No internet service,No internet service
0396-UKGAI,No,No
3243-ZHOHY,No internet service,No internet service
5186-EJEGL,Yes,No
7527-QNRUS,No internet service,No internet service
9986-BONCE,No internet service,No internet service
2722-JMONI,No,No
2203-GHNWN,No,No
3878-AVSOQ,No,No
3258-SYSWS,Yes,Yes
5296-PSYVW,No internet service,No internet service
6319-QSUSR,No internet service,No internet service
4083-EUGRJ,No internet service,No internet service
7579-OOPEC,No,No
0512-FLFDW,Yes,Yes
1771-OADNZ,No,Yes
0487-CRLZF,Yes,Yes
2107-FBPTK,Yes,Yes
9451-WLYRI,No internet service,No internet service
8219-VYBVI,No internet service,No internet service
1991-VOPLL,No internet service,No internet service
9738-QLWTP,No,No
1016-DJTSV,No,No
9419-IPPBE,No,Yes
0174-QRVVY,No internet service,No internet service
5699-BNCAS,No internet service,No internet service
2900-PHPLN,No internet service,No internet service
0612-RTZZA,No,No
8106-GWQOK,Yes,Yes
8751-EDEKA,No,Yes
6878-GGDWG,No internet service,No internet service
4039-PIMHX,No,No
8450-LUGUK,No internet service,No internet service
3604-WLABM,No,No
0795-GMVQO,Yes,Yes
2259-OUUSZ,No,No
1142-IHLOO,Yes,Yes
6410-LEFEN,No,No
4633-MKHYU,Yes,Yes
6257-RJOHI,No,No
1545-JFUML,Yes,No
3194-ORPIK,Yes,No
7826-VVKWT,Yes,Yes
1353-GHZOS,Yes,No
2587-EKXTS,Yes,Yes
5442-BXVND,No internet service,No internet service
8816-VXNZD,No,No
9378-FXTIZ,Yes,Yes
1723-HKXJQ,Yes,Yes
7825-GKXMW,No,No
9753-OYLBX,No internet service,No internet service
2364-UFROM,Yes,No
6656-JWRQX,No,No
6473-ULUHT,Yes,Yes
1240-KNSEZ,No internet service,No internet service
0836-SEYLU,Yes,No
4433-JCGCG,Yes,Yes
3716-BDVDB,No,No
7688-AWMDX,No,No
2842-BCQGE,No,No
7244-QWYHG,Yes,No
5899-MQZZL,No,No
6849-OYAMU,Yes,Yes
5312-UXESG,Yes,Yes
9488-HGMJH,No,No
6038-GCYEC,Yes,Yes
2150-WLKUW,Yes,No
7159-FVYPK,Yes,No
7032-LMBHI,Yes,No
1150-WFARN,Yes,Yes
6088-BXMRG,Yes,Yes
3144-AUDBS,No,No
4821-SJHJV,Yes,No
7346-MEDWM,No,No
1137-DGOWI,No,Yes
5616-PRTNT,No internet service,No internet service
3812-LRZIR,No internet service,No internet service
4818-QIUFN,No,No
9483-GCPWE,No internet service,No internet service
4227-OJHAL,Yes,No
9220-CXRSC,No,No
4993-JCRGJ,No,No
9537-JALFH,No internet service,No internet service
6698-OXETB,No internet service,No internet service
2103-ZRXFN,No,No
3724-BSCVH,No internet service,No internet service
4877-TSOFF,No,Yes
9209-NWPGU,Yes,No
6961-VCPMC,No,Yes
7306-YDSOI,No,No
5288-AHOUP,No,Yes
6688-UZPWD,Yes,Yes
0655-YDGFJ,No,No
8468-EHYJA,Yes,Yes
6823-SIDFQ,No internet service,No internet service
1097-FSPVW,No,No
2839-RFSQE,No internet service,No internet service
8328-SKJNO,No,No
7010-ZMVBF,No internet service,No internet service
5201-CBWYG,No internet service,No internet service
0968-GSIKN,No,No
1965-DDBWU,No,Yes
9057-SIHCH,Yes,Yes
6352-GIGGQ,Yes,Yes
3635-QQRQD,No internet service,No internet service
6771-XWBDM,Yes,Yes
2897-DOVND,No,No
3082-YVEKW,Yes,No
0191-EQUUH,No,No
7134-HBPBS,Yes,Yes
3489-HHPFY,Yes,No
2926-JEJJC,No internet service,No internet service
8601-QACRS,No,No
4950-BDEUX,Yes,Yes
5789-LDFXO,No internet service,No internet service
0508-OOLTO,No,No
2984-TBYKU,No,Yes
9822-WMWVG,Yes,No
2391-SOORI,No,No
9040-KZVWO,No,No
2645-QTLMB,Yes,Yes
4806-HIPDW,No,No
1548-ARAGG,No,No
6339-RZCBJ,Yes,Yes
4424-TKOPW,Yes,Yes
4415-WNGVR,Yes,Yes
2522-AHJXR,Yes,Yes
0412-UCCNP,No,No
1816-FLZDK,No,No
7096-UCLNH,No internet service,No internet service
8443-ZRDBZ,No,No
9136-ALYBR,No,No
4615-PIVVU,No,Yes
8885-QSQBX,No,No
7479-NITWS,Yes,No
8617-ENBDS,No,No
9385-NXKDA,Yes,Yes
0430-IHCDJ,No,No
2959-MJHIC,Yes,No
6674-KVJHG,No internet service,No internet service
1814-DKOLC,No internet service,No internet service
4201-JMNGR,No,No
9351-HXDMR,Yes,Yes
3537-HPKQT,No,No
2129-ALKBS,No internet service,No internet service
5821-MMEIL,No internet service,No internet service
5960-WPXQM,Yes,No
0684-AOSIH,Yes,Yes
8260-NGFNY,No,No
1309-XGFSN,Yes,Yes
1866-RZZQS,Yes,Yes
6968-URWQU,Yes,No
4742-TXUEX,No internet service,No internet service
9631-XEYKE,No,No
8631-NBHFZ,Yes,No
1335-MXCSE,No,No
8873-TMKGR,No internet service,No internet service
8800-JOOCF,Yes,No
1469-LBJQJ,Yes,Yes
4958-XCBDQ,Yes,Yes
8337-UPOAQ,No,Yes
0064-YIJGF,No,No
2386-OWURY,Yes,Yes
1725-IQNIY,Yes,Yes
0310-VQXAM,No internet service,No internet service
6598-RFFVI,No internet service,No internet service
3453-RTHJQ,No,No
6712-OAWRH,Yes,Yes
6278-FEPBZ,No internet service,No internet service
4280-DLSHD,No,No
1508-DFXCU,Yes,No
8614-VGMMV,No,No
7868-BGSZA,Yes,Yes
2800-QQUSO,Yes,Yes
2930-UOTMB,No,No
7973-DZRKH,No,No
5914-DVBWJ,No,No
7698-YFGEZ,No internet service,No internet service
2533-QVMSK,Yes,No
9773-PEQBZ,No,No
8644-XLFBW,No,No
0650-BWOZN,No,No
8625-AZYZY,Yes,Yes
7785-RDVIG,No internet service,No internet service
9602-WCXPI,No internet service,No internet service
2903-YYTBW,No,No
3620-MWJNE,No,No
8573-JGCZW,No internet service,No internet service
6837-HAEVO,Yes,Yes
6701-YVNQG,Yes,Yes
9306-CPCBC,No,No
4304-XUMGI,No,Yes
9504-YAZWB,No internet service,No internet service
8819-ZBYNA,Yes,Yes
6174-NRBTZ,No,No
9481-IEBZY,Yes,Yes
1833-VGRUM,No,No
6137-NICCO,Yes,No
9065-ZCPQX,No,Yes
6402-EJMWF,No,Yes
3620-EHIMZ,No internet service,No internet service
3213-VVOLG,No internet service,No internet service
6870-ECSHE,No internet service,No internet service
8747-UDCOI,No internet service,No internet service
8374-XGEJJ,Yes,Yes
2656-TABEH,Yes,Yes
6946-LMSQS,No,Yes
4626-OZDTJ,Yes,Yes
9169-BSVIN,Yes,Yes
2325-ZUSFD,Yes,Yes
8194-PEEBY,No internet service,No internet service
6872-HXFNF,No,No
3932-CMDTD,Yes,Yes
7714-YXSMB,Yes,Yes
8387-UGUSU,No internet service,No internet service
1080-BWSYE,No internet service,No internet service
4039-HEUNW,Yes,Yes
1194-HVAIF,Yes,Yes
0812-WUPTB,No,No
3594-UVONA,Yes,Yes
0004-TLHLJ,No,No
1767-TGTKO,No,No
8439-LTUGF,No internet service,No internet service
8805-JNRAZ,No,No
5089-IFSDP,Yes,Yes
6418-HNFED,Yes,Yes
0206-OYVOC,No internet service,No internet service
7291-CDTMJ,No internet service,No internet service
7128-GGCNO,No,No
0237-YFUTL,Yes,Yes
7691-KGKGP,Yes,No
6710-HSJRD,Yes,Yes
3675-EQOZA,No internet service,No internet service
0840-DCNZE,Yes,Yes
1732-FEKLD,Yes,No
9862-KJTYK,No,No
0479-HMSWA,Yes,Yes
5854-KSRBJ,No internet service,No internet service
0365-BZUWY,Yes,Yes
4817-VYYWS,Yes,Yes
5701-SVCWR,No internet service,No internet service
3129-AAQOU,No internet service,No internet service
4922-CVPDX,Yes,Yes
1396-QWFBJ,No,No
1357-BIJKI,Yes,Yes
1099-BTKWT,Yes,Yes
5299-SJCZT,Yes,Yes
2018-PZKMU,Yes,Yes
7340-KEFQE,No,No
4570-QHXHL,No,No
2403-BCASL,Yes,Yes
7392-YYPYJ,Yes,Yes
2898-LSJGD,Yes,Yes
2223-GDSHL,Yes,Yes
7359-PTSXY,No,No
9470-RTWDV,Yes,Yes
2176-OSJUV,No,No
9348-YVOMK,No,No
8104-OSKWT,No,No
4521-YEEHE,Yes,No
4090-KPJIP,No,No
3786-WOVKF,Yes,Yes
4503-BDXBD,No,No
6086-ESGRL,No,Yes
2592-HODOV,No internet service,No internet service
3886-CERTZ,Yes,Yes
7995-ZHHNZ,No,No
3824-RHKVR,No internet service,No internet service
5816-SCGFC,No,No
5989-AXPUC,Yes,Yes
4979-HPRFL,No internet service,No internet service
8590-OHDIW,No internet service,No internet service
8015-IHCGW,Yes,Yes
2332-TODQS,No internet service,No internet service
9278-VZKCD,Yes,Yes
8008-OTEZX,No internet service,No internet service
2773-OVBPK,Yes,Yes
5999-LCXAO,No,No
5206-XZZQI,No,No
4803-LBYPN,No internet service,No internet service
5759-RCVCB,Yes,No
6372-RFVNS,Yes,No
2139-FQHLM,Yes,No
8261-GWDBQ,Yes,Yes
1093-YSWCA,No internet service,No internet service
8938-UMKPI,Yes,Yes
0991-BRRFB,No,No
3882-IYOIJ,Yes,Yes
8749-TZYEC,No internet service,No internet service
1755-FZQEC,No internet service,No internet service
3115-JPJDD,No,No
5600-KTXFM,No,No
3871-IKPYH,No,No
6319-IEJWJ,Yes,Yes
9025-AOMKI,Yes,Yes
6339-TBELP,No,No
7964-YESJC,No,No
6173-GOLSU,Yes,Yes
5275-SQEIZ,No,Yes
7716-YTYHG,No,Yes
9938-ZREHM,No,Yes
7950-XWOVN,No,No
4390-KYULV,No internet service,No internet service
4647-MUZON,Yes,Yes
9702-AIUJO,No,No
8849-PRIQJ,Yes,Yes
8851-RAGOV,No,Yes
1304-NECVQ,No,No
5396-IZEPB,No internet service,No internet service
1729-VLAZJ,No,No
8285-ABVLB,No internet service,No internet service
0701-TJSEF,No,Yes
5712-VBOXD,No internet service,No internet service
6629-LADHQ,No,No
8945-GRKHX,No,Yes
1559-DTODC,No,No
4797-MIWUM,No internet service,No internet service
6959-UWKHF,No,No
8720-RQSBJ,No,No
4537-CIBHB,No internet service,No internet service
3815-SLMEF,No,No
5154-VEKBL,Yes,Yes
4324-AHJKS,No,No
4355-CVPVS,Yes,Yes
4495-LHSSK,No,No
5655-JSMZM,Yes,Yes
5915-ANOEI,Yes,No
9861-PDSZP,Yes,Yes
4505-EXZHB,No,No
7225-CBZPL,Yes,Yes
6704-UTUKK,Yes,Yes
4587-VVTOX,Yes,Yes
2019-HDCZY,Yes,Yes
4652-NNHNY,No,No
8788-DOXSU,No,Yes
7404-JLKQG,Yes,No
7421-ZLUPA,No,No
8972-HJWNV,No,Yes
3274-NSDWE,No internet service,No internet service
2632-IVXVF,Yes,Yes
3692-JHONH,Yes,Yes
8915-NNTRC,Yes,Yes
5914-GXMDA,No internet service,No internet service
7463-IFMQU,No internet service,No internet service
2920-RNCEZ,No,No
2541-YGPKE,No,Yes
8515-OCTJS,No internet service,No internet service
5382-TEMLV,No,No
3441-CGZJH,Yes,Yes
9592-ERDKV,Yes,Yes
2860-RANUS,No,Yes
5261-QSHQM,No,No
4778-IZARL,Yes,Yes
0432-CAJZV,Yes,Yes
7008-LZVOZ,No internet service,No internet service
8868-WOZGU,Yes,Yes
1200-TUZHR,No,Yes
9365-CSLBQ,No internet service,No internet service
1334-FJSVR,No,No
5884-FBCTL,No internet service,No internet service
7130-CTCUS,No,No
6242-FEGFD,No,No
7625-XCQRH,No,No
6194-HBGQN,Yes,No
7634-WSWDB,No,Yes
6986-IXNDM,Yes,Yes
1731-TVIUK,No,Yes
2987-BJXIK,Yes,Yes
9769-TSBZE,No,No
0406-BPDVR,Yes,Yes
0618-XWMSS,No,No
1395-WSWXR,No internet service,No internet service
6023-GSSXW,No,Yes
6752-APNJL,No,No
5276-KQWHG,No,No
0420-HLGXF,Yes,Yes
7446-KQISO,Yes,Yes
9823-EALYC,Yes,No
0582-AVCLN,No internet service,No internet service
5803-NQJZO,No,No
2565-JSLRY,No internet service,No internet service
2607-DHDAK,No internet service,No internet service
1073-XXCZD,No internet service,No internet service
0743-HRVFF,Yes,Yes
4006-HKYHO,Yes,Yes
3727-JEZTU,No internet service,No internet service
8143-ETQTI,No internet service,No internet service
6689-KXGBO,No,No
9667-TKTVZ,No,No
3657-COGMW,Yes,Yes
8570-KLJYJ,No,No
7754-IXRMC,No,No
9473-CBZOP,No,No
2969-WGHQO,Yes,No
6615-NGGZJ,Yes,Yes
4334-HOWRP,Yes,Yes
4255-DDUOU,No internet service,No internet service
5863-OOKCL,No internet service,No internet service
1686-STUHN,No internet service,No internet service
1329-VHWNP,No,No
2984-MIIZL,No,No
0266-GMEAO,Yes,Yes
5590-YRFJT,No,No
5574-NXZIU,Yes,Yes
0019-GFNTW,No,No
4256-ZWTZI,No,No
8309-PPCED,Yes,Yes
4098-NAUKP,No,No
5196-WPYOW,No,No
4608-LCIMN,No,No
1485-YDHMM,No,Yes
4054-CUMIA,No internet service,No internet service
0603-TPMIB,No internet service,No internet service
2525-GVKQU,No internet service,No internet service
8161-QYMTT,Yes,Yes
9581-GVBXT,No,No
5862-BRIXZ,Yes,Yes
5404-GGUKR,No,No
3308-JSGML,Yes,Yes
2126-GSEGL,Yes,Yes
3677-TNKIO,No,No
0440-QEXBZ,No,No
2434-EEVDB,Yes,No
6762-QVYJO,Yes,Yes
6199-IWKGC,Yes,Yes
2675-DHUTR,Yes,Yes
8152-VETUR,Yes,Yes
9667-EQRXU,Yes,No
7446-YPODE,No,No
9522-BNTHX,Yes,Yes
4676-WLUHT,No,Yes
3329-WDIOK,Yes,Yes
7980-MHFLQ,No internet service,No internet service
2873-ZLIWT,No,No
3415-TAILE,Yes,Yes
0757-WCUUZ,No,Yes
1629-DQQVB,No,No
1915-IOFGU,No,No
3045-XETSH,No,Yes
0374-AACSZ,No,No
7239-HZZCX,No internet service,No internet service
4872-VXRIL,No,No
9140-CZQZZ,Yes,Yes
3423-HHXAO,No internet service,No internet service
9938-TKDGL,Yes,Yes
0531-ZZJWQ,No,No
6537-QLGEX,Yes,No
2688-BHGOG,No,Yes
7683-CBDKJ,Yes,No
0946-CLJTI,Yes,Yes
3160-TYXLT,No,Yes
1325-USMEC,Yes,No
0916-QOFDP,Yes,Yes
0628-CNQRM,Yes,No
5606-AMZBO,No,No
6199-IPCAO,No internet service,No internet service
7665-TOALD,No,No
0112-QWPNC,Yes,Yes
0324-BRPCJ,Yes,Yes
2777-PHDEI,Yes,No
5640-CAXOA,No,Yes
2235-EZAIK,Yes,No
3847-BAERP,No internet service,No internet service
1196-AMORA,No,No
4282-YMKNA,No,No
1453-RZFON,No,No
8263-OKETD,No,Yes
0670-KDOMA,No internet service,No internet service
2476-YGEFM,No,No
8687-BAFGU,No,No
0641-EVBOJ,No,No
0829-XXPLX,Yes,No
9974-JFBHQ,Yes,Yes
5356-RHIPP,No internet service,No internet service
6624-JDRDS,No,No
0608-JDVEC,No internet service,No internet service
9780-FKVVF,No,Yes
1919-RTPQD,No,No
5214-NLTIT,No,Yes
3345-PBBFH,No,No
5055-BRMNE,Yes,Yes
9189-JWSHV,Yes,Yes
2190-PHBHR,No,Yes
2650-GYRYL,No internet service,No internet service
0746-JTRFU,No,No
5208-FVQKB,No,Yes
7184-LRUUR,Yes,No
6627-CFOSN,No,Yes
3982-JGSFD,No internet service,No internet service
1574-DYCWE,No internet service,No internet service
7247-XOZPB,Yes,No
2466-FCCPT,No internet service,No internet service
6211-WWLTF,Yes,Yes
4826-TZEVA,No,No
6016-NXBNJ,No internet service,No internet service
9138-EFSMO,No,Yes
0576-WNXXC,No,Yes
4632-XJMEX,No,No
8910-LEDAG,No,No
3452-GWUIN,Yes,Yes
2716-GFZOR,No,No
3724-UCSHY,No internet service,No internet service
8626-XHBIE,No internet service,No internet service
4628-CTTLA,Yes,No
3192-LNKRK,Yes,No
4439-YRNVD,No,No
2876-VBBBL,No internet service,No internet service
6834-NXDCA,No,No
2208-UGTGR,Yes,Yes
3005-TYFRD,Yes,Yes
8670-MEFCP,Yes,Yes
3079-BCHLN,No internet service,No internet service
7777-UNYHB,No internet service,No internet service
5597-GLBUC,Yes,No
7278-CKDNC,No,No
2748-MYRVK,Yes,Yes
8450-UYIBU,Yes,No
2969-VAPYH,No,No
4822-YCXMX,No,Yes
7181-OQCUT,Yes,Yes
8474-UMLNT,No,Yes
9821-POOTN,No,No
3836-FZSDJ,No internet service,No internet service
9142-XMYJH,No internet service,No internet service
6559-ILWKJ,Yes,Yes
0187-QSXOE,Yes,Yes
7733-UDMTP,Yes,Yes
2649-HWLYB,No,Yes
5214-CHIWJ,No internet service,No internet service
4229-CZMLL,No,No
6904-JLBGY,Yes,Yes
2465-BLLEU,No internet service,No internet service
1685-VAYJF,No,No
8874-EJNSR,No internet service,No internet service
6917-YACBP,No,No
5049-MUBWG,Yes,Yes
4223-WOZCM,No,No
0769-MURVM,Yes,Yes
9253-VIFJQ,No,No
7030-FZTFM,Yes,Yes
9741-YLNTD,No,Yes
5917-RYRMG,No internet service,No internet service
5120-ZBLAI,Yes,Yes
1194-BHJYC,Yes,Yes
3663-MITLP,Yes,Yes
0906-QVPMS,Yes,Yes
9025-ZRPVR,No internet service,No internet service
1905-OEILC,No internet service,No internet service
7858-GTZSP,No,Yes
3285-UCQVC,No,No
6248-BSHKG,No internet service,No internet service
4685-TFLLS,No internet service,No internet service
3470-BTGQO,No,No
1209-VFFOC,No,Yes
8224-DWCKX,No,No
5482-PLVPE,No,No
4553-DVPZG,Yes,Yes
4902-OHLSK,Yes,Yes
6917-IAYHD,No,No
0495-ZBNGW,No,No
8620-RJPZN,No internet service,No internet service
7572-KPVKK,Yes,Yes
2642-MAWLJ,No internet service,No internet service
2357-COQEK,Yes,Yes
7103-ZGVNT,Yes,No
3737-GCSPV,Yes,No
2027-WKXMW,Yes,Yes
7137-NAXML,No internet service,No internet service
2428-ZMCTB,No internet service,No internet service
2961-VNFKL,No internet service,No internet service
1768-HNVGJ,No,Yes
6963-KQYQB,No internet service,No internet service
5934-RMPOV,No,Yes
1207-BLKSA,No internet service,No internet service
4088-YLDSU,Yes,Yes
8316-BBQAY,Yes,Yes
1166-PQLGG,No internet service,No internet service
3146-JTQHR,No internet service,No internet service
4291-YZODP,No internet service,No internet service
4395-PZMSN,No,Yes
6427-FEFIG,Yes,Yes
0017-IUDMW,Yes,Yes
8706-HRADD,Yes,No
9955-QOPOY,Yes,Yes
4385-ZKVNW,No,No
5446-DKWYW,Yes,No
2034-CGRHZ,Yes,Yes
5797-APWZC,Yes,Yes
3683-QKIUE,No,No
4228-ZGYUW,No,Yes
9031-ZVQPT,Yes,Yes
2990-IAJSV,Yes,Yes
8107-KNCIM,No,No
9027-YFHQJ,No internet service,No internet service
5176-LDKUH,No,No
4644-OBGFZ,No internet service,No internet service
7926-IJOOU,No internet service,No internet service
6480-YAGIY,Yes,Yes
4029-HPFVY,No,No
7602-DBTOU,No internet service,No internet service
5345-BMKWB,No internet service,No internet service
3519-ZKXGG,No,No
5457-COLHT,Yes,Yes
6416-TVAIH,No,No
5451-YHYPW,Yes,Yes
5108-ADXWO,No,No
7998-WNZEM,No,Yes
3066-RRJIO,No,No
4664-NJCMS,Yes,Yes
0307-BCOPK,No internet service,No internet service
7629-WFGLW,No,No
2542-HYGIQ,No internet service,No internet service
6715-OFDBP,Yes,Yes
5016-LIPDW,No internet service,No internet service
6481-LXPWL,No,No
1567-DSCIC,Yes,No
2150-UWTFY,No,No
6124-ACRHJ,No internet service,No internet service
9362-MWODR,Yes,No
9975-GPKZU,No internet service,No internet service
9625-RZFUK,No internet service,No internet service
5153-LXKDT,Yes,Yes
5161-UBZXI,Yes,Yes
1020-JPQOW,No,No
7919-ZODZZ,No,Yes
0565-JUPYD,Yes,No
6867-ACCZI,No,Yes
5939-XAIXZ,No,No
9054-FOWNV,Yes,No
2683-BPJSO,No,No
2157-MXBJS,Yes,Yes
8207-VVMYB,No internet service,No internet service
9732-EQMWY,Yes,Yes
9360-AHGNL,Yes,Yes
1087-UDSIH,No internet service,No internet service
5269-NRGDP,Yes,Yes
6195-MELTI,No,No
5485-WUYWF,Yes,No
2121-JAFOM,Yes,Yes
8818-DOPVL,Yes,Yes
2632-UCGVD,Yes,Yes
5445-PZWGX,No,Yes
1227-UDMZR,Yes,Yes
5198-HQAEN,Yes,No
9170-CCKOU,No,No
2167-FQSTQ,Yes,Yes
2819-GWENI,No internet service,No internet service
1043-YCUTE,No internet service,No internet service
3814-MLAXC,No,No
3572-UUHRS,No internet service,No internet service
2692-PFYTJ,No internet service,No internet service
1226-UDFZR,No,No
5955-EPOAZ,No internet service,No internet service
6821-JPCDC,Yes,Yes
8815-LMFLX,No internet service,No internet service
9135-HSWOC,No internet service,No internet service
8582-KRHPJ,No,No
5811-IWXYM,Yes,Yes
7044-YAACC,No,No
8189-XRIKE,Yes,Yes
1506-YJTYT,Yes,No
4123-DVHPH,No,Yes
6425-YQLLO,Yes,Yes
5442-UTCVD,No,Yes
2228-BZDEE,No internet service,No internet service
7734-DBOAI,Yes,No
2789-CZANW,Yes,Yes
2091-RFFBA,No,No
2114-MGINA,Yes,Yes
7596-LDUXP,Yes,No
3740-RLMVT,No,No
4489-SNOJF,Yes,No
2192-OZITF,No,Yes
5651-CPDND,No,No
2186-QZEYA,No,No
1131-ALZWV,No internet service,No internet service
7729-XBTWX,No internet service,No internet service
9134-WYRVP,Yes,No
3284-SVCRO,No internet service,No internet service
9732-OUYRN,No internet service,No internet service
0559-CKHUS,No internet service,No internet service
2931-SVLTV,Yes,Yes
6899-PPEEA,Yes,Yes
7504-UWHNB,No,No
2582-FFFZR,Yes,Yes
8908-NMQTX,Yes,Yes
2187-LZGPL,No,Yes
1431-AIDJQ,Yes,Yes
6288-LBEAR,No,No
4597-NUCQV,Yes,Yes
9019-QVLZD,Yes,No
8413-YNHNV,Yes,Yes
5808-TOTXO,No internet service,No internet service
4369-NYSCF,Yes,Yes
6333-YDVLT,Yes,Yes
5324-KTGCG,No internet service,No internet service
5599-HVLTW,No,No
7394-LWLYN,No,No
3707-LRWZD,Yes,No
6873-UDNLD,No,Yes
2700-LUEVA,No internet service,No internet service
1455-ESIQH,Yes,Yes
0958-YHXGP,No,No
1101-SSWAG,No,No
2979-SXESE,Yes,No
4013-TLDHQ,No,No
5743-KHMNA,No internet service,No internet service
4194-FJARJ,No,No
5325-UWTWJ,No,No
3969-GYXEL,No,No
9208-OLGAQ,No,Yes
3244-CQPHU,Yes,Yes
2674-MLXMN,Yes,Yes
9708-HPXWZ,Yes,No
6992-TKNYO,No,Yes
4468-YDOVK,No,No
3754-DXMRT,No,No
5792-JALQC,No,No
7130-VTEWQ,No,No
2200-DSAAL,Yes,Yes
4302-ZYFEL,No internet service,No internet service
9351-LZYGF,No,No
4366-CTOUZ,Yes,Yes
6121-VZNQB,No internet service,No internet service
7903-CMPEY,No,No
1518-OMDIK,No,No
6671-NGWON,No internet service,No internet service
0595-ITUDF,No,No
6996-KNSML,No,No
1955-IBMMB,No internet service,No internet service
0096-BXERS,No,No
3806-YAZOV,No internet service,No internet service
7998-ZLXWN,No internet service,No internet service
6253-WRFHY,Yes,Yes
9133-AYJZG,Yes,Yes
2675-OTVVJ,Yes,No
8680-CGLTP,No,No
8430-TWCBX,No internet service,No internet service
5018-GWURO,Yes,No
6741-QRLUP,No,Yes
4737-HOBAX,Yes,Yes
0537-QYZZN,No,No
3340-QBBFM,No,No
1704-NRWYE,Yes,No
2592-SEIFQ,No,No
8200-KLNYW,Yes,Yes
3372-CDXFJ,No internet service,No internet service
4781-ZXYGU,No internet service,No internet service
7632-YUTXB,No internet service,No internet service
2718-YSKCS,No internet service,No internet service
9896-UYMIE,Yes,Yes
0853-NWIFK,Yes,Yes
8212-CRQXP,Yes,No
6980-CDGFC,No internet service,No internet service
7691-XVTZH,Yes,No
2520-SGTTA,No internet service,No internet service
7481-ATQQS,No,Yes
2277-VWCNI,No,No
1088-CNNKB,No,Yes
8642-GVWRF,No,No
1930-BZLHI,No internet service,No internet service
3400-ESFUW,No,No
